Pixel,Wavelength,Processed,Raw,Dark,Reference
900,640.54,3213.67,4081,854,
901,640.87,3213.33,4041,852,
902,641.2,3209.33,4085,861,
903,641.53,3229.67,4074,859,
904,641.86,3242.33,4117,867,
905,642.18,3243.67,4129,867,
906,642.51,3262.67,4094,875,
907,642.84,3251.67,4159,852,
908,643.17,3269.67,4075,846,
909,643.5,3259,4138,865,
910,643.83,3261.33,4140,865,
911,644.16,3262,4077,841,
912,644.49,3263.33,4131,856,
913,644.81,3275,4140,861,
914,645.14,3295.33,4125,854,
915,645.47,3289.67,4184,848,
916,645.8,3298.67,4140,878,
917,646.13,3293,4161,863,
